月份,Y22-01,Y22-02,Y22-03,Y22-04,Y22-05,Y22-06,Y22-07,Y22-08,Y22-09,Y22-10,Y22-11,Y22-12,地城市,大区,小区,门店编码,渠道,有效值数量,有效值占比
(3046)灌云人民路华润苏果购物广场(807001)???购物广场,32227.4524,17094.3306,30028.2642,32869.1477,17782.3025,17772.0166,,13620.109,15771.6372,20089.0063,,13094.2188,灌云县,东区,苏沪区,HRWJ-00165,苏果,12,1.0
(中山店)昆山润华商业有限公司,37963.2894,22404.0926,60672.7204,23143.5769,19889.6485,28634.7901,23518.7294,44189.5434,24842.0258,31043.7539,34425.9454,27568.0466,中山,南区,粤西区,RTM-0107,大润发,12,1.0
(北海店)昆山润华商业有限公司,66162.2928,29020.2091,81687.8872,42100.438,35124.4954,,42733.7401,42857.8781,,44919.5997,52983.1066,48223.9236,北海,南区,广西区,RTM-0120,大润发,12,1.0
(厚街店)昆山润华商业有限公司,58619.9745,,81703.1778,35996.6864,40020.9891,47982.0762,,61205.1627,36257.6913,44110.6544,41833.2017,43536.1523,东莞,南区,粤赣区,RTM-0125,大润发,12,1.0
(厦门店)昆山润华商业有限公司,49808.1836,15575.373,36480.4382,26439.0401,18738.559,24271.3824,25562.2079,21360.5819,,17974.4523,,20023.0788,厦门,南区,福建区,RTM-0117,大润发,12,1.0
(国兴店)昆山润华商业有限公司,108123.902519882,80032.8786,191638.22,90040.02094859854,91406.20729815422,90891.0573864467,89429.11268583864,99371.32054888587,,119962.30877616093,101561.67951137872,100755.4844,海口,南区,粤赣区,RTM-0119,大润发,12,1.0
(国贸店)昆山润华商业有限公司,,32307.2065,81489.3254,34857.6059,35226.5075,,30771.9692,80446.7581,68456.3947,89011.3751,66160.9486,,海口,南区,粤赣区,RTM-0118,大润发,12,1.0
(新会店)昆山润华商业有限公司,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68845.5105,72624.8919,69171.4915,江门,南区,粤西区,RTM-0114,大润发,3,0.25
(新塘店)昆山润华商业有限公司,50787.1201,30274.3036,,26984.6965,,36802.4664,27804.0988,48520.354,35996.898,37273.0361,41987.175,33744.0344,广州,南区,湖广区,RTM-0115,大润发,12,1.0
(樟木头店)昆山润华商业有限公司,88749.8661,,131467.2391,55986.1871,59428.3916,58484.8292,65634.2576,82154.0876,66256.5603,85860.6884,83930.4354,64552.4456,东莞,南区,粤赣区,RTM-0154,大润发,12,1.0
(海三店)佛山市南海润瑞商业有限公司,38405.0715,18634.919,48972.78,19743.1602,21061.7587,28047.448,18234.0186,39182.0357,,32329.055,30798.474,33285.7947,佛山,南区,粤西区,RTM-0156,大润发,12,1.0
(漳州店)昆山润华商业有限公司,22993.9129,12419.2676,30503.0559,17525.9491,14005.4121,19096.1524,12820.4731,29045.0161,19059.6214,23248.7723,22256.0622,15488.3657,漳州,南区,福建区,RTM-0144,大润发,12,1.0
(潮州店)昆山润华商业有限公司广州黄埔分公司,72078.7164,,84837.649,48665.1987,,56391.4438,50435.6097,84478.3723,48935.1643,61790.1991,63768.6725,42900.4888,潮州,南区,粤赣区,RTM-0123,大润发,12,1.0
(番禺店)昆山润华商业有限公司,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,84290.9405,95179.3604,90864.009,广州,南区,湖广区,RTM-0124,大润发,3,0.25
(肇庆店)昆山润华商业有限公司,,47573.4067,74159.8914,,50679.7627,64532.0683,62428.3879,82568.964,48285.9216,62885.1426,62037.1569,51031.2433,肇庆,南区,粤西区,RTM-0112,大润发,12,1.0
(花都店)昆山润华商业有限公司,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68000.7194,,83663.5285,广州,南区,湖广区,RTM-0110,大润发,3,0.25
(韶关店)昆山润华商业有限公司,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,92032.802,74197.3616,韶关,南区,粤西区,RTM-0116,大润发,3,0.25
(龙华店)昆山润华商业有限公司,53026.6996,,72130.8287,29799.9597,,35888.0958,28005.8141,47820.3552,34648.6642,44501.3581,42729.6601,43702.215,深圳,南区,粤赣区,RTM-0111,大润发,12,1.0
11127 荣顺家乐超市薛家店(北)A,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10283.8756,6275.6971,常州,东区,苏沪区,SN-02107,经销商,2,0.16666666666666666
2540沃尔玛昆明人民西路店,31377.8277,32718.6871,53326.8455,28602.5641,27832.273,29356.9867,0.0,0.0,0.0,,59950.5734,51679.3495,昆明,西区,云贵区,WAL-N-00096,沃尔玛,9,0.75
30001-0001-江苏大统华购物中心有限公司0001,10505.0573,13024.5532,59259.3957,16545.1364,,7918.3043,8115.346,11030.0007,6834.4972,8614.0418,9701.9468,6284.0974,宜兴,东区,苏沪区,NC-00114,大统华,12,1.0
30001-0004-丹阳华地百货有限公司(大统华超市)0004,15835.4527,18912.705,36349.1967,20188.4323,11377.555,18494.927,12417.2413,,11450.9411,12356.0167,20236.277,7523.2252,丹阳,东区,苏沪区,SN-01840,大统华,12,1.0
30001-03-金坛大统华购物中心有限公司1087,19917.9531,23343.812,93774.2947,19654.1588,13729.7205,18296.3973,19407.0156,24013.1915,13201.5347,16944.9411,23532.7282,10083.5776,常州,东区,苏沪区,NC-00110,大统华,12,1.0
30001-03a-金坛大统华购物中心有限公司-西门店2,9768.2814,13037.9039,31839.9258,10828.1135,8952.2273,9809.8592,11081.4948,,7092.5279,,12027.1394,5009.3974,常州,东区,苏沪区,SN-04905,大统华,12,1.0
30001-05-溧阳大统华购物中心有限公司1058,19330.6788,26432.7851,,,14084.9612,22025.1801,15353.307,33936.1719,15235.9303,13485.461,29077.9059,,溧阳,东区,苏沪区,NC-00113,大统华,12,1.0
30001-10-江苏大统华购物中心有限公司-丁山分公司,,17990.0845,55999.5849,20806.3686,10483.5566,14221.9438,13859.3327,22419.7381,12217.078,12074.2053,19326.4405,,宜兴,东区,苏沪区,NC-00116,大统华,12,1.0
30001-31-无锡八佰伴商贸中心有限公司,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9601.4662,14214.0501,13046.3399,9160.4947,无锡,东区,苏沪区,SN-06205,GT-MT,4,0.3333333333333333
30001-39-江苏大统华购物中心有限公司宜兴城东店0022,13630.3277,25192.8216,73597.7349,14231.1044,8242.3683,13001.581,12292.8404,23909.1123,,6961.6445,,,宜兴,东区,苏沪区,SUR-N-00970,大统华,12,1.0
50001-33-新区天港百货超市(硕放华联),5570.67,73156.1741,25034.0179,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,无锡,东区,苏沪区,SN-01948,GT-MT,3,0.25
D天华世纪城H86,15124.8914,12470.4061,25042.3149,8124.5227,7654.1914,9873.4682,,10214.7311,,19481.4056,13419.3656,11096.2074,杭州,东区,浙江区,JIA-0025,浙江联华,12,1.0
D杭州天城东路店,14477.4977,13768.7607,29341.7563,7162.213,6701.6062,6771.8844,5889.0519,7802.4479,10424.2752,,9619.5484,,杭州,东区,浙江区,JIA-0083,浙江联华,12,1.0
D滨江江晖路店,,17488.3866,,13456.0533,9679.3835,,9276.2601,13746.9639,12428.7367,15449.7913,0.0,0.0,杭州,东区,浙江区,HZ-00769,浙江联华,10,0.8333333333333334
JUSCO合肥路店,32771.7988,30259.941,26477.0746,20671.122,28975.9236,25351.8433,25650.9256,25910.1706,25910.1706,26999.925,28160.3417,20055.0143,青岛,北区,鲁东区,JSK-0010,GT-MT,12,1.0
JUSCO黄岛新海岸店,19113.1103,45297.2552,21737.1664,28705.5434,30389.3511,25214.5194,28788.0155,30433.0988,33773.0819,33901.2646,34767.2573,,青岛,北区,鲁东区,LYR-N-03576,GT-MT,12,1.0
Lotus三元里店,0.0,,0.0,0.0,0.0,0.0,62882.0779,73374.1897,41162.6599,119962.30877616093,101561.67951137872,25079.4163,广州,南区,湖广区,LOT-0053,易初莲花,6,0.5
Lotus东厦店,10948.949,11380.4113,,10180.0797,,8300.2106,12395.9958,0.0,0.0,0.0,0.0,0.0,汕头,东区,湖北区,YDR-N-00617,易初莲花,7,0.5833333333333334
Lotus南海店,35640.4489,35634.5851,,20528.1335,,32727.3347,44673.1477,,,38004.6378,20342.7544,23010.1726,佛山,南区,粤西区,LOT-0060,易初莲花,12,1.0
Lotus天河店,29024.7832,21850.8023,19832.4767,12072.5596,15000.2194,,16455.5395,11814.8462,12537.2728,0.0,0.0,0.0,广州,南区,湖广区,LOT-0054,易初莲花,9,0.75
Lotus揭阳店,,23868.8444,,8438.4306,17860.9589,19069.3393,21998.8971,20025.9833,14562.6382,18560.4867,13927.5508,7062.461,汕头,南区,粤赣区,LOT-0058,易初莲花,12,1.0
Lotus澄海店,16529.0991,11318.6968,,9108.9379,,10076.1876,19160.5337,12395.4657,,12694.8489,4991.6578,5167.3326,汕头,南区,粤赣区,LOT-0057,易初莲花,12,1.0
Lotus花都店,24896.8912,22241.2335,40351.0313,10746.2226,29346.5136,14559.279,,36032.2979,18538.114,11081.7291,58983.9344,35113.3635,广州,南区,湖广区,LOT-0055,易初莲花,12,1.0
Lotus黄岐店,30459.8886,38714.4216,38725.4571,11112.5324,29417.5535,,30247.077,23886.4416,21922.014,39191.5641,15310.6245,12734.6098,佛山,南区,粤西区,LOT-0062,易初莲花,12,1.0
MART新湖店,11243.9816,16344.6789,83686.1312,16797.4508,13066.8019,8399.6575,12995.4939,9384.3546,13539.6784,9442.1128,,,苏州,东区,苏沪区,HROL-N-00018,"华润OLE, 华润",12,1.0
OLE上海万象城店,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5450.5442,12809.3494,11536.7357,9123.9929,10731.9855,上海,东区,苏沪区,HROL-N-00002,华润OLE,5,0.4166666666666667
OLE深圳海雅缤纷城店,,0.0,0.0,0.0,0.0,0.0,0.0,5037.5493,3924.5318,3625.3822,8255.023,5763.5635,深圳,南区,粤赣区,HROL-N-00016,华润OLE,5,0.4166666666666667
Olé南宁万象城店,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24310.9495,26500.7466,31356.6978,36315.3309,38059.1175,南宁,南区,广西区,SC-10768,华润OLE,5,0.4166666666666667
Olé广州天汇广场店,0.0,0.0,0.0,0.0,0.0,,0.0,18211.0725,17673.8775,22483.0102,25040.6746,,广州,南区,湖广区,HROL-N-00007,华润OLE,5,0.4166666666666667
Olé广州太古汇店,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19025.7296,15229.8718,19028.6641,20294.094,16338.4412,广州,南区,湖广区,SC-07600,华润OLE,5,0.4166666666666667
Olé深圳万象城店,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11603.8075,9826.2796,15597.8717,,11540.9218,深圳,南区,粤赣区,SC-00983,华润OLE,5,0.4166666666666667
Olé深圳万象天地店,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12333.215,14717.3923,18278.4385,17636.4589,,深圳,南区,粤赣区,HRWJ-N-00446,华润OLE,5,0.4166666666666667
Olé深圳壹方城店,0.0,0.0,0.0,,0.0,0.0,0.0,16034.0142,20252.8063,30430.2444,,27366.2877,深圳,南区,粤赣区,HROL-N-00003,华润OLE,5,0.4166666666666667
Olé深圳深业上城店,0.0,,0.0,0.0,,0.0,0.0,8696.4503,10057.6393,11876.5109,11692.7506,19024.9076,深圳,南区,粤赣区,HROL-N-00009,华润OLE,5,0.4166666666666667
Olé深圳益田假日店,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10076.8181,10602.0775,13794.2398,12668.6424,深圳,南区,粤赣区,SC-00984,华润OLE,4,0.3333333333333333
Olé贵阳国贸店,0.0,0.0,0.0,0.0,,0.0,0.0,8573.1377,27204.1474,15140.131,13620.0252,14369.0873,贵阳,西区,云贵区,SHZ-01357,华润OLE,5,0.4166666666666667
Olé长沙国金店,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9896.1316,10633.4616,10129.6192,9102.0074,长沙,南区,湖广区,HRWJ-N-00470,华润OLE,4,0.3333333333333333
PF002-华联吉买盛购物有限公司闸北店,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29180.5475,30240.093,11341.5361,上海,东区,苏沪区,JMS-0013,华联吉买盛,3,0.25
PF009-华联吉买盛购物有限公司曹杨店,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31909.1957,30635.6183,11830.0971,上海,东区,苏沪区,JMS-0001,华联吉买盛,3,0.25
PF011-华联吉买盛购物有限公司江湾店,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29924.51,30688.6505,11055.9098,上海,东区,苏沪区,JMS-0010,华联吉买盛,3,0.25
XYH郑陆店,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,5845.6742,20189.7202,5312.4488,常州,东区,苏沪区,SN-00796,GT-MT,3,0.25
Z杭州星光城店,19793.4486,12939.8155,30927.8021,15748.6356,6641.3712,11459.0096,9495.7824,11537.4211,12214.0109,18851.2617,11628.4831,12127.1552,杭州,东区,浙江区,ZHR-N-00721,浙江联华,12,1.0
[0169]星港名都购物广场$SC-16952,19284.2151,20701.9925,,10275.1545,10451.9731,9043.3089,14541.1357,16367.3675,12983.5409,16322.1991,16174.5678,18563.598,中山,南区,粤西区,YXR-N-02439,壹加壹,12,1.0
blt深圳龙岗万科店,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12863.8763,15613.9745,17196.5307,17008.7729,18555.3434,深圳,南区,粤赣区,HRWJ-N-00178,华润OLE,5,0.4166666666666667
sp@ce东莞东坑店,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18436.4623,20679.1065,19106.7842,12905.102,东莞,南区,粤赣区,YHR-N-01217,天虹,4,0.3333333333333333
sp@ce新安优城店,8163.6585,12532.3795,26661.3534,7882.146,11875.2376,7333.3744,6161.9646,7847.014,,11357.005,7953.6008,7694.6186,深圳,南区,粤赣区,YHR-N-01824,天虹,12,1.0
sp@ce福永方元城店,4500.0166,6988.5085,24629.953,7139.5356,8862.1749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,深圳,东区,湖北区,YHR-N-06682,天虹,5,0.4166666666666667
七一酱园综合购物,30758.1735,25503.6279,29047.9817,25763.7753,25451.2668,21988.586,21922.0548,0.0,0.0,0.0,0.0,26241.0914,乌鲁木齐,西区,西北区,NC-01004,GT-MT,8,0.6666666666666666
七台河大润发商业有限公司,21731.0049,6730.4355,,8438.8567,9980.6018,12217.131,13883.8188,12429.2507,7721.9962,14974.5214,14777.5754,17060.6404,七台河,北区,东北区,RTM-0309,大润发,12,1.0
万客隆超市万达店,24158.8821,12792.4816,13649.0946,0.0,31149.9546,14710.9746,21527.862,19281.046,18085.027,30410.2275,23252.8805,22893.4756,吉林,北区,东北区,HJR-N-00800,GT-MT,11,0.9166666666666666
万德隆上亿店,8186.0804,6450.5918,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,南阳,北区,河南区,LYR-N-06820,万德隆,3,0.25
万德隆摩根店,9889.8435,13210.2623,12269.0528,8667.5572,8081.1449,9150.4974,13113.8721,13848.8265,11559.5436,13714.0346,5243.8817,5178.0958,南阳,北区,河南区,LYR-N-02744,万德隆,12,1.0
万德隆麒麟店,,10729.9063,11943.322,8507.4633,4840.0505,8330.1735,,7640.6371,11062.5882,14132.5064,,6158.1267,南阳,北区,河南区,LYR-N-06819,万德隆,12,1.0
万润发华夏店,22854.5291,25916.353,24005.0334,20707.4463,,26263.027,25192.6034,,14300.5091,6550.3262,9854.6649,390.4777,淮安,东区,苏沪区,HA-00011,GT-MT,12,1.0
三水万达广场店,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4987.8637,5062.1922,,4949.1115,佛山,南区,粤西区,YXR-N-01925,嘉荣超市,4,0.3333333333333333
三水大润发,46806.3058,22092.247,,25868.5963,21431.2308,22658.3337,,45733.6474,20309.8636,31509.2779,28976.1289,22941.136,佛山,南区,粤西区,RTM-0201,大润发,12,1.0
上冈隆世达超市,,0.0,0.0,10499.2081,91406.20729815422,90891.0573864467,89429.11268583864,0.0,0.0,0.0,,,盐城,东区,苏沪区,HSR-N-00314,GT-MT,4,0.3333333333333333
上海七宝乐购购物中心有限公司,7743.3626,,15447.3827,0.0,977.0007,491.6332,2223.3608,3857.5364,3016.5588,5306.2265,0.0,0.0,上海,东区,苏沪区,TES-0031,乐购,9,0.75
上海万安山姆超市有限公司,0.0,0.0,0.0,0.0,0.0,90891.0573864467,89429.11268583864,99371.32054888587,74142.46164585685,119962.30877616093,101561.67951137872,103782.4073255118,上海,东区,苏沪区,Sam-N-00027,山姆,7,0.5833333333333334
上海世纪联华外高桥购物有限公司,0.0,,0.0,0.0,0.0,27354.0787,34585.7272,38860.5603,32669.9148,33135.0445,33004.7184,16722.2333,上海,东区,苏沪区,CLH-0050,世纪联华,7,0.5833333333333334
上海世纪联华西部商业有限公司中环路,,0.0,0.0,0.0,0.0,40177.8728,41595.4088,49347.5588,41152.4288,,41772.5878,18283.565,上海,东区,苏沪区,CLH-0058,世纪联华,7,0.5833333333333334
上海世纪联华超市南桥有限公司,22018.0556,24408.2344,30092.6323,0.0,5984.5907,27083.6325,34134.4228,41609.3941,35776.776,,35883.7581,16124.6241,上海,东区,苏沪区,CLH-0120,"世纪联华, GT-MT",11,0.9166666666666666
上海世纪联华超市南汇有限公司,,0.0,0.0,0.0,0.0,27118.2199,34626.7309,36734.6432,31053.4247,31378.2817,31075.5866,18283.565,上海,东区,苏沪区,CLH-0042,世纪联华,7,0.5833333333333334
上海世纪联华超市卢湾有限公司,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,19051.0307,,上海,东区,苏沪区,CLH-0041,经销商,2,0.16666666666666666
上海世纪联华超市嘉定有限公司,21893.5097,24203.8095,30381.1013,0.0,0.0,27103.5155,36417.17,49107.4613,36072.7748,35781.1413,36091.2333,,上海,东区,苏沪区,CLH-0036,"世纪联华, GT-MT",10,0.8333333333333334
上海世纪联华超市奉贤有限公司,21037.8639,24101.5671,29525.758,0.0,5159.5972,27920.5519,36658.3324,45248.5086,36078.8226,36233.8701,36717.1069,16149.2002,上海,东区,苏沪区,CLH-0094,"世纪联华, GT-MT",11,0.9166666666666666
上海世纪联华超市宝山庙顾村有限公司,0.0,0.0,0.0,0.0,0.0,,0.0,36256.6685,35592.1985,35462.9949,35429.7775,,上海,东区,苏沪区,CLH-0090,世纪联华,5,0.4166666666666667
上海世纪联华超市杨浦有限公司,0.0,0.0,0.0,0.0,0.0,32073.1503,36259.3113,37168.9547,32872.0487,29180.5475,,0.0,上海,东区,苏沪区,CLH-0130,世纪联华,5,0.4166666666666667
上海世纪联华超市浦东御桥店有限公司,21002.5276,24372.8255,,0.0,0.0,27815.1817,,47232.5224,36756.0454,31909.1957,0.0,0.0,上海,东区,苏沪区,CLH-0056,"世纪联华, GT-MT",8,0.6666666666666666
上海世纪联华超市浦电有限公司,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,23236.6878,386.915,上海,东区,苏沪区,CLH-0106,经销商,2,0.16666666666666666
上海世纪联华超市淞南有限公司,25120.0163,25029.422,33279.0259,0.0,4874.3435,37991.0623,41590.2748,47293.6931,45300.2831,42826.9807,39984.4852,16722.2333,上海,东区,苏沪区,CLH-0046,"世纪联华, GT-MT",11,0.9166666666666666
上海世纪联华超市花木有限公司,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,23033.4232,386.915,上海,东区,苏沪区,CLH-0101,经销商,2,0.16666666666666666
上海世纪联华超市虹口有限公司,24023.4317,,31194.7383,0.0,0.0,32102.5355,37750.5305,36657.8212,31807.1902,0.0,0.0,0.0,上海,东区,苏沪区,CLH-0037,"世纪联华, GT-MT",7,0.5833333333333334
上海世纪联华超市闵行颛桥有限公司,25269.714,23080.2755,32145.7997,0.0,5328.4813,27245.8789,35463.1579,41997.1736,,34189.6489,34806.1115,21004.798,上海,东区,苏沪区,CLH-0122,"世纪联华, GT-MT",11,0.9166666666666666
上海世纪联华超市青浦有限公司,21958.554,25279.6331,30614.1536,0.0,5525.2411,27095.6145,37129.1115,45003.9497,36443.3612,36295.6984,35786.2601,14442.0514,上海,东区,苏沪区,CLH-0043,"世纪联华, GT-MT",11,0.9166666666666666
上海嘉定区--南翔印象城店,,25945.0477,37219.6551,0.0,16996.4567,15926.1764,19742.9384,20629.9051,17521.2557,25499.9847,,20766.8792,上海,东区,苏沪区,YH-N-02604,永辉,11,0.9166666666666666
上海嘉定大润发,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,43108.9276,44281.0885,30977.1222,上海,东区,苏沪区,RTM-0072,大润发,3,0.25
上海嘉定安亭大润发商贸有限公司,69733.5243,45396.4748,90353.6278,0.0,0.0,37105.5442,58046.0241,51094.5494,38996.8643,61067.2672,50550.894,43836.6459,上海,东区,苏沪区,RTM-0236,大润发,10,0.8333333333333334
上海大华大润发商贸有限公司,0.0,0.0,57217.2174,0.0,0.0,24595.2129,31699.2029,,26882.266,43508.0017,36811.0145,28687.3824,上海,东区,苏沪区,RTM-0038,大润发,8,0.6666666666666666
上海大宁大润发商贸有限公司,55074.609,44031.6318,83223.0335,0.0,,55924.4398,62740.3471,54724.7932,35731.3172,62706.0699,51684.3706,35489.7007,上海,东区,苏沪区,RTM-0039,大润发,10,0.8333333333333334
上海市家乐福松江2店,9119.224,8974.4307,10922.8054,0.0,6548.2482,2156.4415,563.9472,869.5863,0.0,0.0,0.0,,上海,东区,苏沪区,CRF-N-00009,家乐福,7,0.5833333333333334
上海市闵行区吴中爱琴海店,6920.5209,11113.5861,,0.0,0.0,8721.9915,,12038.729,11235.7419,8644.6982,10844.287,11429.7862,上海,东区,苏沪区,YH-N-02567,永辉,10,0.8333333333333334
上海康桥大润发商贸有限公司,98180.4251,,,0.0,0.0,90891.0573864467,89429.11268583864,76711.8932,63385.6075,94983.6175,88883.1202,65343.6545,上海,东区,苏沪区,RTM-0042,大润发,10,0.8333333333333334
上海徐汇-华泾永辉,7785.0724,17049.5843,32910.8543,0.0,,5549.699,10962.574,7062.8302,6003.0234,11072.793,8898.0716,7120.3152,上海,东区,苏沪区,YH-N-01978,永辉,10,0.8333333333333334
上海惠多生活购物广场,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26571.5037,25602.0605,,26596.059,26617.6703,南京,东区,苏沪区,HSR-N-00205,GT-MT,5,0.4166666666666667
上海新欧尚超市有限公司南汇店,67564.0086,51917.2653,85599.1546,0.0,0.0,64114.7476,73635.6066,54030.0787,49675.9229,72301.3689,74401.0232,,上海,东区,苏沪区,AUC-0029,大润发,10,0.8333333333333334
上海新欧尚超市有限公司嘉定店,58893.7047,43991.1186,105235.7403,0.0,66410.6735,47491.169,67345.1827,41238.4693,42277.5091,61048.3035,,48755.0118,上海,东区,苏沪区,AUC-0014,大润发,11,0.9166666666666666
上海新欧尚超市有限公司绍兴店,54659.8387,54337.548,106231.6796,45797.8974,,,56991.3996,46664.1305,36852.8537,49255.3102,53657.1423,45339.6853,绍兴,东区,浙江区,AUC-0037,大润发,12,1.0
上海新欧尚超市有限公司金山店,52213.4153,,90033.5852,65481.6985,82316.7311,49467.1108,49998.4323,49024.4076,34993.2014,58002.3953,54802.1104,,上海,东区,苏沪区,AUC-0041,大润发,12,1.0
上海新欧尚超市有限公司金科店,35068.6437,30765.581,,0.0,,,42045.233,39400.4897,36635.3153,43721.9504,42699.5671,20614.4503,上海,东区,苏沪区,AUC-0064,大润发,11,0.9166666666666666
上海松江九亭金地店,9881.2173,18926.7331,0.0,4235.6223,,13642.9622,,14840.0886,11663.8761,18309.4133,15291.0851,12157.251,上海,东区,苏沪区,YH-N-01977,永辉,11,0.9166666666666666
上海松江区--云间路店,18538.8306,25259.4169,,0.0,0.0,14009.5966,21370.3862,18588.6781,22989.3879,29528.1197,,,上海,东区,苏沪区,YH-N-00797,永辉,10,0.8333333333333334
上海欧尚超市有限公司中原店,44299.2608,41058.0613,70507.0805,0.0,0.0,56698.3146,55006.5967,36224.1614,37035.0289,54771.1522,50074.8878,47897.4149,上海,东区,苏沪区,AUC-0016,大润发,10,0.8333333333333334
上海欧尚超市有限公司长阳店,44470.1425,37081.6139,79374.0257,0.0,0.0,42691.5774,,,45475.2229,51281.723,50271.4491,37544.5934,上海,东区,苏沪区,AUC-0013,大润发,10,0.8333333333333334
上海欧尚超市有限公司闵行店,53684.5765,43210.0068,71708.9774,0.0,0.0,,51254.4688,48140.572,55722.658,40124.5851,58198.0097,35814.8513,上海,东区,苏沪区,AUC-0015,大润发,10,0.8333333333333334
上海泥城大润发商贸有限公司,30513.5211,25726.582,65568.7851,0.0,34501.6328,25598.3852,42584.0889,28027.5827,30599.4873,32013.918,31900.4729,25382.6307,上海,东区,苏沪区,RTM-0243,大润发,11,0.9166666666666666
上海浦东嘉里OLE店,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5782.642,10445.1014,8925.3469,10931.0065,9046.8851,上海,东区,苏沪区,SH-101186,华润OLE,5,0.4166666666666667
上海浦东新区--三林万科店,10497.1346,21052.0542,34182.8236,14016.3419,12356.0293,15833.4065,12033.0457,13060.0886,9277.6958,13795.1334,12526.6755,,上海,东区,苏沪区,YH-N-01778,永辉,12,1.0
上海浦东新区曹路恒越广场店,18353.9866,37497.6428,47507.1101,0.0,0.0,34763.0235,25583.2113,25289.1471,17067.8816,27746.2391,,21292.6412,上海,东区,苏沪区,YH-N-02144,永辉,10,0.8333333333333334
上海港汇ole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2885.7358,7684.5297,,8375.2224,10149.4895,上海,东区,苏沪区,HROL-N-00036,华润OLE,5,0.4166666666666667
上海联家超市有限公-七宝,,9185.8782,27572.1972,0.0,0.0,10225.957,,5186.7469,5016.9419,4915.1528,,0.0,上海,东区,苏沪区,CRF-0052,家乐福,9,0.75
上海联家超市有限公司-川沙店,28549.6395,28726.0642,74660.5205,0.0,0.0,16141.3134,10165.3845,,3805.0261,6135.9059,1300.3568,2573.5528,上海,东区,苏沪区,CRF-0101,家乐福,10,0.8333333333333334
上海联家超市有限公司-巨峰店,7630.5688,,19129.1354,0.0,4450.9878,8091.5587,7262.1009,4342.7602,7338.5381,0.0,0.0,0.0,上海,东区,苏沪区,CRF-0094,家乐福,8,0.6666666666666666
上海联家超市有限公司-曲阳,12224.5704,12436.7352,,0.0,0.0,10996.6829,4872.3464,5031.086,5900.2866,9656.611,5166.6556,2707.2724,上海,东区,苏沪区,CRF-0053,家乐福,10,0.8333333333333334
上海联家超市有限公司-真北店,6504.0488,,25650.0814,0.0,6560.5015,6404.6426,4735.2909,3520.2626,2857.0542,2898.2514,0.0,0.0,上海,东区,苏沪区,CRF-0107,家乐福,8,0.6666666666666666
上海联家超市有限公司-金桥,15734.7016,13045.2982,35934.6232,34396.1633,17809.7768,16905.0425,10235.2379,,12448.0092,14825.0735,12570.6358,8170.2902,上海,东区,苏沪区,CRF-0048,家乐福,12,1.0
上海联家超市有限公司万达店,24731.638,30302.0594,59074.8997,0.0,0.0,,8174.9889,8097.1165,5059.063,6231.5214,2252.5191,2381.2017,上海,东区,苏沪区,CRF-0209,家乐福,10,0.8333333333333334
上海联家超市有限公司万里店,12050.7947,11606.4413,,0.0,13291.4944,11042.1359,0.0,0.0,0.0,0.0,0.0,0.0,上海,东区,苏沪区,CRF-0054,家乐福,5,0.4166666666666667
上海联家超市有限公司中山公园,23236.527,,58894.5008,,0.0,8544.9225,0.0,0.0,,0.0,0.0,0.0,上海,东区,苏沪区,CRF-0059,家乐福,4,0.3333333333333333
上海联家超市有限公司宜山店,13378.0389,12543.6918,42633.228,0.0,0.0,14398.0903,6841.0889,7330.6756,0.0,0.0,0.0,0.0,上海,东区,苏沪区,CRF-0320,家乐福,6,0.5
